ID	Day1	Day2	Day3	Day6	Day8	Day12
PF3D7_0415700	4.976007	5.24284	4.648845	4.499837	4.339938	4.470184
PF3D7_0415800	4.386907	5.05944	4.942869	4.959594	5.082453	5.038972
PF3D7_0415900	8.432762	7.954225	7.862071	7.446758	8.018767	8.128028
PF3D7_0416000	8.081502	8.802969	8.792835	8.172438	8.194254	8.14941
PF3D7_0416100	6.311935	6.939824	6.856407	6.963817	6.461445	6.039158
PF3D7_0416200	6.149089	6.092062	6.430616	6.137571	6.336592	6.025265
PF3D7_0416300	5.381734	6.165433	5.404946	5.969176	6.284832	6.311495
PF3D7_0416400	6.587352	7.244947	6.477069	6.639712	6.710723	6.46213
PF3D7_0416500	6.082319	6.512984	6.415981	6.438216	6.532148	6.112574
PF3D7_0416600	5.353128	5.215224	5.360239	4.857597	5.029027	5.435777
PF3D7_0416700	10.883425	11.788994	11.00576	10.637997	11.185966	12.857765
PF3D7_0416800	8.54981	9.074689	8.225144	7.901958	8.063007	8.007718
PF3D7_0416900	5.363988	5.228159	4.994449	5.020713	5.295815	5.020848
PF3D7_0417000	4.6643	5.222867	5.480192	6.055578	6.851411	7.185647
PF3D7_0417100	4.889453	4.953635	5.266876	5.227782	5.616718	5.742077
PF3D7_0417200	4.873872	5.568904	5.189121	4.9454	5.081976	5.085566
PF3D7_0417300	7.19323	7.011563	6.935412	6.834963	6.66394	6.356837
PF3D7_0417400	5.663622	5.704076	5.494633	5.384819	5.476685	5.683603
PF3D7_0417500	9.420951	9.486742	8.93074	8.755379	8.606394	8.244291
PF3D7_0417600	6.268319	6.610248	6.762267	6.602138	7.03391	7.322776
PF3D7_0417700	5.670638	5.607472	5.727004	5.643805	5.818007	5.531108
PF3D7_0417800	6.483156	6.498872	5.989571	6.022347	6.564967	6.580641
PF3D7_0417900	4.839526	4.886458	5.221359	5.192462	5.264355	5.578161
PF3D7_0418000	5.201474	5.624374	5.6802	5.742185	5.6802	5.691002
PF3D7_0418100	7.254651	6.994033	7.125105	7.1356	7.392096	7.035338
PF3D7_0418200	6.999392	6.698021	6.461133	6.066801	6.081853	6.111178
PF3D7_0418300	7.548548	7.112946	7.148192	7.049953	7.086723	6.705216
PF3D7_0418400	4.158527	4.085595	5.223757	3.786942	4.241253	5.185989
PF3D7_0418500	6.690325	7.178751	6.09443	5.956328	6.215349	6.338616
PF3D7_0418600	5.110611	5.504525	6.023475	5.274889	5.297444	5.485559
PF3D7_0418700	6.123555	5.850066	6.135244	5.698959	5.809001	5.757018
PF3D7_0418800	5.975198	5.66251	6.274467	7.305833	7.709131	8.163354
PF3D7_0418900	6.313467	6.438705	6.808259	6.837866	6.789313	6.010549
PF3D7_0419000	4.969576	5.285272	4.977846	5.598104	5.640705	4.961316
PF3D7_0419100	4.755613	4.023248	4.345328	3.844017	4.353098	4.527718
PF3D7_0419200	9.423695	9.871552	9.366761	9.615379	9.546275	9.810795
PF3D7_0419300	6.574448	7.772116	6.857019	6.951449	6.633553	6.594161
PF3D7_0419400	4.703215	5.197767	4.902504	5.039362	5.169653	5.269969
PF3D7_0419500	4.316248	4.628363	4.32587	4.310951	4.072343	5.336098
PF3D7_0419600	8.340271	8.559258	7.96065	7.57112	7.529613	6.868284
PF3D7_0419700	4.434494	5.274886	5.603199	5.4615	5.211115	4.744434
PF3D7_0419800	6.843334	6.431762	6.681905	6.217083	6.919484	5.641814
PF3D7_0419900	6.019806	6.339294	5.88274	5.928509	5.884733	6.045171
PF3D7_0420000	5.763591	5.664135	5.725357	5.530211	5.464666	4.910275
PF3D7_0420100	6.989702	6.796979	6.63994	6.788658	6.705507	6.242581
PF3D7_0420200	4.482681	4.589189	4.688792	4.755165	4.590905	5.220563
PF3D7_0420300	6.561163	6.32986	6.644866	6.167933	6.077003	5.697789
PF3D7_0420400	8.008777	7.930313	7.989012	7.531518	8.286388	8.533249
PF3D7_0420500	4.253422	4.804141	4.504478	4.457806	4.670419	5.752552
PF3D7_0420600	4.192367	4.123614	5.634745	4.782063	4.016528	3.714247
PF3D7_0420700	6.641385	5.49489	6.260404	5.776796	5.606382	6.17233
PF3D7_0420900	7.409072	6.623343	7.434582	7.049966	6.822218	7.437322
PF3D7_0421100	6.809727	6.403485	6.925975	6.745786	6.563086	7.114249
PF3D7_0421200	5.776234	5.146509	5.964876	5.959552	5.965705	6.040111
PF3D7_0421300	7.006162	6.613952	7.151515	7.103297	7.051379	7.714968
PF3D7_0421500	5.533195	5.276725	5.638537	5.774753	5.792774	6.271195
PF3D7_0421600	4.50466	4.378886	4.634305	4.595225	4.785873	4.687222
PF3D7_0421700	3.786962	4.543578	4.434991	4.767106	5.079841	5.837002
PF3D7_0421900	3.965047	4.035318	5.577129	6.990576	7.683617	6.564522
PF3D7_0422000	8.345685	8.044134	7.539879	7.689518	8.168305	8.960183
PF3D7_0422100	5.874032	5.661917	5.246619	5.421403	5.535447	4.911944
PF3D7_0422200	6.249352	6.233186	6.219803	6.258455	6.270968	5.846861
PF3D7_0422300	9.751089	10.009413	10.646834	10.493869	9.965723	8.292706
PF3D7_0422400	5.625752	5.412965	5.50166	5.106259	4.488898	5.38852
PF3D7_0422500	5.745183	5.494923	5.41162	5.436617	5.391652	5.59413
PF3D7_0422600	5.105686	5.993699	5.165235	5.939832	5.961816	6.159206
PF3D7_0422700	7.845593	7.241125	7.465003	7.539669	7.806866	7.277234
PF3D7_0422800	6.075643	6.232941	6.719096	6.52438	6.667253	6.762726
PF3D7_0422900	7.069913	7.20194	7.090043	7.232697	7.902243	7.338635
PF3D7_0423000	3.558136	3.882021	4.306492	4.166135	3.896699	4.167889
PF3D7_0423100	6.415062	6.488411	6.188941	6.450954	6.823482	7.346168
PF3D7_0423200	4.716375	4.674183	4.407977	4.331603	4.683797	5.181799
PF3D7_0423300	6.913034	8.178472	8.425988	8.994509	9.479476	10.835689
PF3D7_0423400	4.773555	5.488468	4.932806	5.572483	5.927119	6.98364
PF3D7_0423500	9.130581	10.200235	10.194908	10.182521	10.40641	9.670024
PF3D7_0423600	5.966777	5.924231	5.843371	5.973107	5.476115	4.931575
PF3D7_0423700	9.733536	10.520643	10.441561	9.897509	9.358625	8.308745
PF3D7_0423800	6.468815	7.203861	6.970202	5.916047	6.158759	5.909257
PF3D7_0423900	9.142017	9.52873	10.556648	9.286392	8.324357	8.805904
PF3D7_0424000	7.551446	6.11543	6.433281	5.698477	6.345599	5.549063
PF3D7_0424100	4.562164	4.94789	4.9274	4.658271	4.553567	5.444109
PF3D7_0424200	4.090495	4.153905	4.865915	4.472491	3.922084	4.611022
PF3D7_0424300	4.640984	4.893271	6.023112	5.146767	4.720557	4.942715
PF3D7_0424400	5.082406	4.746954	4.867645	4.704411	4.674699	4.928756
PF3D7_0424500	5.489633	5.310927	5.889906	5.037339	5.27494	5.448616
PF3D7_0424600	7.045569	5.218448	6.282426	4.609661	4.296675	3.781597
PF3D7_0424700	9.672727	7.047566	9.063624	7.339471	6.489334	5.765638
PF3D7_0424800	3.901588	3.836661	5.180431	3.842675	3.755165	4.072197
PF3D7_0424900	4.645344	4.16159	4.709358	4.001924	4.334241	4.950378
PF3D7_0425000	3.993636	4.466272	5.509331	4.516929	4.509679	5.297629
PF3D7_0425100	6.939844	6.358994	5.912041	4.699744	4.264725	5.214506
PF3D7_0425200	5.796355	5.877973	7.531391	5.500974	5.914977	5.754713
PF3D7_0425300	4.30189	4.055128	4.341159	4.080533	4.439393	5.151735
PF3D7_0425400	4.636534	4.703336	5.647029	5.412834	5.738906	6.161145
PF3D7_0425500	5.655156	4.67422	4.403714	4.889252	4.510674	4.852837
PF3D7_0425600	8.384899	5.083287	4.983786	5.56384	4.993945	6.102872
PF3D7_0425700	5.501345	4.946078	5.498079	5.043295	5.136485	5.234814
PF3D7_0425800	5.728134	5.144787	5.783672	5.24445	5.283402	5.489544
PF3D7_0425900	6.552358	6.736185	6.327856	5.977591	6.035699	5.84548
PF3D7_0426000	5.764575	5.489714	5.776368	5.554074	5.70026	6.138206
PF3D7_0500100	6.055886	5.737555	6.28827	5.910439	5.879092	6.234182
PF3D7_0500300	5.91952	5.596296	5.606994	5.306509	5.812144	5.752552
PF3D7_0500400	5.446965	5.201733	5.634327	5.658187	5.893535	5.965445
PF3D7_0500500	5.373987	5.32163	5.629346	5.472901	5.376224	5.922429
PF3D7_0500600	4.675782	5.089732	4.557899	4.837306	4.366009	4.530027
PF3D7_0500800	12.181116	11.407167	9.858507	9.789987	9.649885	8.186522
PF3D7_0500900	5.966707	6.231732	5.964524	5.441628	5.400711	5.993838
PF3D7_0501000	9.323888	8.110252	7.774517	6.885925	7.098447	6.785949
PF3D7_0501100.1	7.307915	6.070917	6.56767	5.346084	5.142411	5.084328
PF3D7_0501100.2	7.49062	6.314735	6.674273	5.596223	5.43586	5.366402
PF3D7_0501200	8.321346	7.472249	5.845902	5.298211	5.615563	4.780174
PF3D7_0501300	11.011638	9.497418	11.70103	9.652246	8.914779	8.018427
PF3D7_0501400	10.506498	10.298949	11.253198	10.049524	9.501594	8.396039
PF3D7_0501500	4.240585	6.552796	5.337699	5.50965	4.631387	5.209333
PF3D7_0501600	5.049439	7.523821	7.101243	6.546008	5.655763	5.964534
PF3D7_0501700	4.467825	4.456257	4.840474	4.868794	4.445179	4.801082
PF3D7_0501800	6.217067	6.589653	6.203672	6.137615	6.543653	6.06511
PF3D7_0501900	4.254813	4.347117	4.324744	4.093845	4.510144	4.596964
PF3D7_0502000	5.103196	4.776424	4.791017	4.634972	4.665047	4.723145
PF3D7_0502100	5.847251	5.37958	4.859178	4.979011	5.052607	6.189398
PF3D7_0502200	5.211013	5.353981	5.34728	5.125981	5.544646	5.679265
PF3D7_0502300	5.723291	5.919988	6.813794	7.839049	8.584093	9.351557
PF3D7_0502400	6.279984	6.305466	6.687698	6.356363	6.364549	6.227818
PF3D7_0502500	5.856308	6.026504	6.478499	6.611268	6.553788	6.30607
PF3D7_0502600	6.788375	6.931123	6.928098	6.778379	6.556019	7.007276
PF3D7_0502700	7.387261	6.908168	6.83923	7.078768	7.513001	6.989454
PF3D7_0502800	7.092627	6.53827	6.244612	5.787213	7.074924	6.606477
PF3D7_0502900	7.982912	7.737599	7.474506	8.128449	8.281194	9.857612
PF3D7_0503000	8.634346	9.097682	9.116575	9.495512	9.931961	11.063732
PF3D7_0503100	6.839758	7.027793	6.194227	6.224327	6.40444	6.7258
PF3D7_0503200	4.785116	5.352281	4.66541	5.271253	6.142291	5.383835
PF3D7_0503300	5.994675	5.173078	5.497657	5.095332	4.873782	4.790419
PF3D7_0503400	10.467418	11.388648	11.395286	10.818996	11.01708	11.932723
PF3D7_0503500	5.106873	4.996132	5.267201	5.45727	5.465496	5.505805
PF3D7_0503600	4.501828	4.702175	4.766926	4.909581	4.586852	5.181337
PF3D7_0503800	5.75943	5.427694	4.405758	5.291314	4.58086	5.513659
PF3D7_0503900	4.745059	5.163067	4.668983	4.81351	4.474393	5.002195
PF3D7_0504000	5.898598	6.095999	5.136506	4.791051	5.016609	4.927729
PF3D7_0504100	5.049798	4.543611	5.230617	5.235478	6.166369	6.505165
PF3D7_0504200	5.724981	6.073678	5.802254	5.967437	5.935619	5.743622
PF3D7_0504300	3.838815	4.284933	4.959501	5.380028	4.997955	5.338957
PF3D7_0504400	6.090363	6.309994	6.038076	5.541542	5.8731	5.465056
PF3D7_0504500	8.006716	8.366618	9.34803	10.202389	10.605764	10.880526
PF3D7_0504600	7.599005	8.248421	8.223605	8.003953	8.032288	7.756816
PF3D7_0504700	7.717762	7.964762	7.985969	7.979368	7.777404	7.68789
PF3D7_0504800	5.436742	6.081164	5.704321	5.779588	5.900428	5.644374
PF3D7_0504900	9.76695	10.686175	10.800897	11.419412	11.353631	12.189285
PF3D7_0505000	6.991802	6.764966	6.594245	6.687315	6.716744	6.496366
PF3D7_0505100	5.204789	5.098723	4.912122	4.917337	4.883521	4.944788
PF3D7_0505200	5.059834	4.779221	4.660827	5.273251	5.731345	4.75663
PF3D7_0505300	3.858397	5.159866	5.391591	5.051329	4.421132	4.574863
PF3D7_0505400	6.159885	6.968067	6.559442	6.370011	6.580322	6.45218
PF3D7_0505500	6.719671	7.348541	6.715472	6.839721	7.050715	6.570909
PF3D7_0505600	4.273762	4.57106	3.773215	3.750342	3.899568	4.026259
PF3D7_0505700	4.993381	5.042224	4.798058	5.107636	4.843092	4.904714
PF3D7_0505800	10.137349	10.126214	9.174824	8.739075	8.645867	9.657648
PF3D7_0505900	7.55537	7.37491	7.259428	7.091822	6.670177	6.072817
PF3D7_0506000	7.645965	7.618318	7.411368	7.10198	7.342716	7.715768
PF3D7_0506100	6.259609	6.04312	5.647037	5.842469	5.711314	6.598152
PF3D7_0506200	5.206984	5.295416	5.334024	5.389162	5.914222	6.997022
PF3D7_0506300	6.599456	6.330235	6.275243	6.7156	6.832112	6.507073
PF3D7_0506400	7.147117	7.148212	8.16829	10.238752	10.833151	11.978447
PF3D7_0506500	5.654138	5.771254	5.656071	5.547292	5.47317	5.547292
PF3D7_0506600	6.246671	6.01009	7.700269	6.89098	6.191395	6.321039
PF3D7_0506700	8.604553	8.81147	8.407918	8.619475	8.396679	7.588185
PF3D7_0506800	5.908717	5.629973	5.519384	5.483647	5.399816	5.612187
PF3D7_0506900	6.227027	7.257056	7.166929	7.78105	8.612705	9.013316
PF3D7_0507000	6.312997	6.309994	6.347023	7.909266	6.16147	7.305546
PF3D7_0507100	10.272449	9.656595	9.374143	9.414566	9.551829	10.113487
PF3D7_0507200	5.149658	6.162614	5.935835	5.927604	5.981624	6.617531
PF3D7_0507300	4.564334	4.531391	5.280664	5.251925	4.947891	4.652126
PF3D7_0507400	4.781925	6.377234	7.878795	6.514141	5.515014	6.172834
PF3D7_0507500	5.294414	5.499297	6.056844	5.269956	4.935218	5.454967
PF3D7_0507600	6.444818	6.719349	6.593223	6.474391	6.438308	6.333431
PF3D7_0507700	7.028047	7.365881	7.103778	7.33545	7.436366	6.384357
PF3D7_0507800	6.744065	6.478819	6.164857	6.322871	6.349528	6.276056
PF3D7_0507900	7.167823	6.57021	6.422542	4.985543	6.444668	6.358896
PF3D7_0508000	6.331722	7.933155	7.436764	7.91802	8.620042	8.809073
PF3D7_0508100	6.307175	7.440132	6.875918	7.412149	6.857674	6.583091
PF3D7_0508200	8.171529	8.598071	8.666154	8.904892	9.362896	9.914878
PF3D7_0508300	8.806127	8.752501	8.243726	7.484123	7.412879	6.162951
PF3D7_0508400	5.684716	5.620143	5.878057	6.4529	6.266473	6.012372
PF3D7_0508500	6.353694	7.118296	6.916944	6.716959	6.995849	7.182257
PF3D7_0508600	7.855985	7.888663	7.97297	8.290305	9.118422	9.237812
PF3D7_0508700	5.639689	5.514346	5.301358	5.545065	5.502366	5.63614
PF3D7_0508800	4.848525	5.090451	4.688847	5.178551	5.624792	5.190304
PF3D7_0508900	5.575183	6.502969	6.146263	6.356028	6.464431	6.390597
PF3D7_0509000	6.954174	7.103419	6.614342	6.439131	6.622472	7.105756
PF3D7_0509100	5.680019	6.104108	5.771595	5.942356	5.922258	5.760064
PF3D7_0509200	4.879127	5.124486	5.226272	5.540251	5.22283	6.26136
PF3D7_0509300	8.365369	7.829423	7.380759	8.365942	8.001394	8.082175
PF3D7_0509400	6.514479	6.018004	5.978069	5.892779	5.892779	5.402389
PF3D7_0509500	5.275075	5.77578	5.329461	5.649928	6.100447	5.930283
PF3D7_0509600	6.52095	6.048433	5.958559	6.20345	6.59027	6.188101
PF3D7_0509700	4.218478	4.379115	4.634642	5.333899	5.628703	6.461531
PF3D7_0509800	6.822007	6.858753	6.810924	6.564399	6.812925	6.450498
PF3D7_0509900	4.660038	4.230897	4.363557	4.792839	4.548146	4.125428
PF3D7_0510000	5.163502	5.714525	5.571633	5.652593	5.930532	5.950423
PF3D7_0510100	5.167287	5.312894	4.870075	5.00468	4.833847	4.845381
PF3D7_0510200	6.362285	6.234207	5.95514	5.960783	5.921065	5.968683
PF3D7_0510300	7.513134	7.361154	7.679967	8.102796	8.014988	8.06583
PF3D7_0510400	4.91996	4.348144	4.384743	4.218196	4.367958	4.708232
PF3D7_0510500	6.733018	6.711516	6.532222	6.226469	6.516449	6.018282
PF3D7_0510700	4.466057	3.976347	4.839539	5.17441	5.859703	5.783297
PF3D7_0510800	6.176057	6.078376	6.658463	7.018604	6.955365	7.136761
PF3D7_0511000	8.249313	8.373204	7.729428	7.858492	8.919459	9.610094
PF3D7_0511100	3.657054	3.818281	5.158779	4.353917	4.06394	5.47483
PF3D7_0511200	5.323868	6.89993	6.219841	6.793668	7.269479	6.219348
PF3D7_0511300	4.816849	4.735571	4.650484	4.789372	4.795579	5.2861
PF3D7_0511400	4.501663	4.666703	4.432941	4.412302	4.243378	5.378867
PF3D7_0511500	5.402855	5.213456	5.160914	4.920421	4.906044	4.906044
PF3D7_0511600	4.218827	5.106838	4.764729	5.134605	4.548146	4.630845
PF3D7_0511700	5.346362	5.046962	5.185274	4.28245	4.489791	4.416472
PF3D7_0511800	7.432744	7.528936	7.196064	7.553274	7.991634	7.587873
PF3D7_0511900	5.096225	4.857288	4.321908	4.555271	4.539193	5.286722
PF3D7_0512000	6.810686	7.22414	7.218123	7.076915	7.190188	8.380372
PF3D7_0512100	4.759235	5.498414	4.878821	5.206583	5.967379	4.423082
PF3D7_0512200	5.893085	5.144373	5.19058	5.208379	5.178259	5.038733
PF3D7_0512300	4.71818	4.593612	4.317361	5.189434	4.447606	5.968187
PF3D7_0512400	4.367084	3.765301	4.305587	3.98793	4.461235	4.830259
PF3D7_0512500	4.887663	4.882174	5.060483	5.048467	5.144984	4.781274
PF3D7_0512600	8.610251	8.779146	8.621063	8.968383	9.578683	9.323659
PF3D7_0512700	8.082982	7.709481	7.560775	7.417164	7.77514	8.244497
PF3D7_0512800	6.316944	6.102702	6.318219	6.188386	6.230098	5.506236
PF3D7_0512900	4.449567	4.188064	4.295449	4.742568	4.528908	4.251277
PF3D7_0513000	7.131773	6.892867	7.424203	7.543108	7.745294	8.162277
PF3D7_0513100	5.995736	5.953468	6.063922	6.683557	6.110071	6.738333
PF3D7_0513200	5.321182	5.113453	5.123587	5.163253	5.08738	5.163387
PF3D7_0513300	10.77005	10.370539	9.173828	8.851269	9.67911	9.885517
PF3D7_0513400	7.073106	6.750695	6.875743	6.919572	6.917764	6.65705
PF3D7_0513500	5.255725	5.006464	5.282266	5.005577	5.24491	5.440475
PF3D7_0513600	9.086092	9.399456	9.598693	9.521112	9.462322	9.559293
PF3D7_0513700	6.313577	6.412672	6.84723	7.555243	7.492189	6.380835
PF3D7_0513800	5.667062	6.003472	5.457429	6.122471	6.596854	7.463992
PF3D7_0513900	6.058592	6.088773	6.088562	6.513581	6.594852	6.720556
PF3D7_0514000	5.378584	5.644587	5.923159	6.266425	7.054399	6.131011
PF3D7_0514100	5.227689	5.302205	5.519474	5.49304	5.228135	5.321019
PF3D7_0514200	5.500508	5.542987	5.036158	5.168679	5.396488	5.306632
PF3D7_0514300	6.648628	6.70772	5.953538	6.552629	6.45753	6.040524
PF3D7_0514500	10.232618	10.606528	11.076611	11.113734	11.250561	12.037153
PF3D7_0514600	8.596571	7.838335	7.829839	8.016289	9.006174	9.08459
PF3D7_0514700	5.134599	5.423243	5.770879	5.736799	5.561723	5.854904
PF3D7_0514800	4.276287	4.178467	4.193399	4.134729	4.191847	4.218659
PF3D7_0514900	5.899966	5.742272	5.669527	5.504782	5.961136	5.952608
PF3D7_0515000	5.828025	5.524291	5.356899	5.516011	5.34115	5.618082
PF3D7_0515100	7.35367	7.452176	7.292564	7.325933	7.354379	8.097151
PF3D7_0515200	4.17002	4.088613	4.320036	4.399859	4.418855	4.655349
PF3D7_0515300	6.348909	6.608909	6.235221	6.232088	6.262123	6.284631
PF3D7_0515400	4.595294	4.711257	4.946169	5.387691	5.454535	4.890705
PF3D7_0515500	6.810321	7.034375	7.543137	8.043462	8.395224	8.354086
PF3D7_0515600	5.163431	5.304401	5.657169	6.037429	6.265498	5.710679
PF3D7_0515700	7.806996	8.793787	8.685381	8.702895	8.564952	8.137328
PF3D7_0515800	7.20951	6.937271	6.590278	7.389745	7.6534	6.930493
PF3D7_0515900	5.062652	4.86062	4.867063	4.983621	5.115409	5.158347
PF3D7_0516000	6.621652	6.324366	6.187787	6.068275	6.365706	6.726367
PF3D7_0516100	5.010253	4.932542	5.056053	5.281503	5.261061	4.829629
PF3D7_0516200	10.864066	10.619099	10.540786	9.998184	9.891477	10.46825
PF3D7_0516300	8.945139	8.149881	8.523665	8.723907	8.971468	8.878837
PF3D7_0516400	5.277765	5.972999	5.827323	6.37961	6.259217	6.993747
PF3D7_0516500	6.612697	7.122265	7.54356	8.287195	8.867594	8.809724
PF3D7_0516600	5.926827	5.844919	5.474802	5.584469	5.500472	5.452579
PF3D7_0516700	4.823048	4.733321	4.780371	4.695168	4.641222	4.898758
PF3D7_0516800	5.343954	5.804201	5.571755	5.946654	5.78504	5.656954
PF3D7_0516900	11.679993	10.842795	10.432747	10.202954	10.845271	11.325924
PF3D7_0517000	8.125507	7.78198	6.724307	6.940388	7.265645	7.411863
PF3D7_0517100	5.300256	4.73942	4.679626	5.218905	4.975188	4.977766
PF3D7_0517200	6.699978	6.33576	6.677342	6.62719	7.305449	7.344341
PF3D7_0517300	9.385607	9.232388	9.520272	9.357252	9.457794	9.407833
PF3D7_0517400	6.363155	6.251833	6.134036	6.156384	6.093575	6.002109
PF3D7_0517500	6.281853	6.415602	6.882312	7.107766	7.459955	7.150094
PF3D7_0517600	6.303113	6.275393	6.958215	6.080289	7.085461	6.44135
PF3D7_0517700	8.109002	7.902496	7.894567	7.843599	7.576147	7.181502
PF3D7_0517800	7.371412	7.721884	8.499022	9.509925	10.102894	10.2337
PF3D7_0517900	5.271489	5.928525	5.85481	6.034894	6.085894	5.963772
PF3D7_0518000	6.659687	6.097558	6.688615	7.096298	7.044067	6.816442
PF3D7_0518100	5.668908	5.524423	5.065062	5.319286	5.547029	5.941929
PF3D7_0518200	6.040473	7.31264	6.767705	6.838805	7.231274	8.214127
PF3D7_0518300	10.444366	10.435846	9.709216	9.252253	9.300403	9.107742
PF3D7_0518400	6.325048	6.287744	6.843172	6.701285	7.328203	7.764501
PF3D7_0518500	7.72951	7.773953	7.69301	7.74433	7.571397	7.074065
PF3D7_0518600	6.234242	6.870482	6.842629	7.181753	7.213752	7.346836
PF3D7_0518700	5.403443	5.257506	5.533335	5.879844	5.964332	5.702644
PF3D7_0518800	4.91789	4.288608	5.312785	6.259893	6.79843	7.188143
PF3D7_0518900	5.291594	5.037987	5.742408	5.627741	5.463451	6.679361
PF3D7_0519000	6.070333	5.385181	5.805524	5.318608	5.93748	6.301945
PF3D7_0519100	7.384005	7.889642	7.021119	7.222088	6.758061	8.207879
PF3D7_0519200	11.604566	11.655418	11.71605	11.888472	12.037528	12.479009
PF3D7_0519300	6.324274	6.347559	6.338196	6.582578	6.734627	6.661818
PF3D7_0519400	8.290269	7.850156	7.317953	6.82542	7.435616	7.745855
PF3D7_0519500	6.149385	5.902381	5.917512	5.816001	5.955335	5.541302
PF3D7_0519600	7.191976	6.343198	6.021363	6.123082	6.143529	6.319447
PF3D7_0519700	5.067432	4.380774	4.519265	4.602507	4.262862	3.677717
PF3D7_0519800	6.922768	6.589184	6.764442	6.836157	7.005827	6.056862
PF3D7_0519900	6.678622	6.910022	6.358824	6.367338	6.845335	7.492511
PF3D7_0520000	6.586457	6.407332	5.956325	5.860688	5.47532	5.737734
PF3D7_0520100	5.986599	5.466728	5.902521	5.651679	5.43478	5.453585
PF3D7_0520200	4.659142	4.525764	4.208367	4.408474	4.202021	4.052441
PF3D7_0520300	8.972789	8.585671	8.074518	7.999565	8.598683	8.790175
PF3D7_0520400	5.536154	6.399112	5.241107	4.848341	5.2835	5.376535
PF3D7_0520500	6.422175	6.00237	5.839336	5.373131	6.303242	5.788958
PF3D7_0520600	8.610034	7.563543	7.619601	6.806117	6.715349	6.002706
PF3D7_0520700	5.977809	5.840002	5.388942	5.755411	5.518906	5.851399
PF3D7_0520800	5.279908	5.359178	4.95595	4.846622	4.685583	5.043902
PF3D7_0520900	9.981638	10.014333	8.408598	8.097864	8.442251	8.158303
PF3D7_0521000	6.37505	6.173076	6.375641	6.55279	6.223532	6.524153
PF3D7_0521100	4.092206	4.219984	4.252853	4.125022	4.325521	5.016896
PF3D7_0521200	4.715492	4.773389	4.890768	5.052418	5.052418	5.425495
PF3D7_0521300	4.676793	4.495872	4.650324	4.535927	4.499284	4.553022
PF3D7_0521400	4.298107	4.677607	4.469841	4.287471	4.090164	4.516368
PF3D7_0521500	6.622249	6.436381	6.312036	6.369169	7.12665	6.555564
PF3D7_0521600	6.127385	6.241071	6.119799	6.644086	6.401387	7.084362
PF3D7_0521700	5.464231	5.067017	4.954227	5.168351	5.077338	4.894545
PF3D7_0521800	4.752963	5.153248	5.134412	4.566713	4.606432	4.730244
PF3D7_0521900	4.458807	4.511887	4.617509	5.030588	4.639228	5.083199
PF3D7_0522000	7.762745	7.466185	7.565195	7.736773	7.212677	8.971058
PF3D7_0522100	4.644095	4.865831	4.890913	5.169057	4.932751	4.741911
PF3D7_0522200	5.443247	6.440658	6.206326	6.239512	6.423686	7.471777
PF3D7_0522300	7.242385	6.487129	6.674462	6.050126	6.704231	6.483999
PF3D7_0522400	4.558124	5.027859	4.912766	4.974415	4.856748	4.93064
PF3D7_0522500	5.193462	5.385516	5.641789	5.575578	5.702076	5.45336
PF3D7_0522600	5.644021	6.699234	6.373799	6.026334	5.766702	5.500795
PF3D7_0522700	4.77949	5.455122	5.345199	5.073524	5.323201	5.340101
PF3D7_0522800	7.672438	6.957549	6.8136	6.451801	6.705277	7.032344
PF3D7_0522900	5.349547	5.419876	5.577303	6.223713	5.748785	5.7844
PF3D7_0523000	7.123413	6.78828	6.981854	6.876025	7.064098	6.528129
PF3D7_0523100	7.372519	7.149286	6.657913	6.624792	6.642408	6.285751
PF3D7_0523200	5.018297	4.6332	4.588593	4.578736	4.625355	5.13916
PF3D7_0523300	9.439297	9.64583	9.441095	9.443787	10.045726	11.253893
PF3D7_0523400	6.7642	6.503332	5.910172	6.252278	6.469563	6.661491
PF3D7_0523500	8.294185	8.823916	8.899595	8.688695	8.738114	9.527998
PF3D7_0523600	5.137805	5.353675	5.384948	4.774126	4.765664	5.35387
PF3D7_0523700	4.064501	4.021506	4.125538	4.186659	4.142892	4.348304
PF3D7_0523800	5.974583	5.872225	5.852414	5.78633	6.095248	5.678043
PF3D7_0523900	8.022897	8.46628	7.750268	7.536283	7.561708	8.01205
PF3D7_0524000	7.082182	6.614081	6.086932	5.803379	5.611882	5.51884
PF3D7_0524100	5.839207	5.712968	5.518997	5.668924	5.770034	5.998845
PF3D7_0524200	7.002188	7.512503	7.524759	7.263939	7.384477	7.31668
PF3D7_0524300	5.241904	5.475481	4.662856	4.47433	4.800531	5.094177
PF3D7_0524400	6.509208	5.345928	5.349052	5.375919	5.626044	5.666221
PF3D7_0524500	5.243383	5.789204	5.076474	4.714706	4.823516	5.367336
PF3D7_0524600	4.986352	5.053657	5.020046	4.978451	5.422752	5.47673
PF3D7_0524700	10.430453	9.32997	8.976055	9.221596	9.547367	9.154021
PF3D7_0524800	6.162083	6.141093	6.496047	6.274998	6.293831	6.085309
PF3D7_0524900	7.520368	6.871292	6.546109	6.758355	7.312538	7.502915
PF3D7_0525000	9.693726	9.138516	8.951118	8.9323	9.416335	7.576012
PF3D7_0525100	8.707446	8.611196	8.697545	8.383989	8.887108	8.28638
PF3D7_0525200	5.877554	6.437466	6.063302	5.651816	5.681334	5.915639
PF3D7_0525300	5.080371	5.41964	5.599447	5.532748	6.613753	6.144951
PF3D7_0525400	4.438929	5.118448	4.973766	5.22169	5.316499	5.580966
