ID	Day1	Day2	Day3	Day6	Day8	Day12
PF3D7_0100100	6.041998	5.821311	6.464783	6.102505	5.976001	6.334611
PF3D7_0100200	6.478527	6.271674	6.198534	6.20983	6.192821	6.618391
PF3D7_0100300	5.013802	4.718944	4.848705	4.804215	4.86129	4.987093
PF3D7_0100400	6.505477	6.441304	6.197724	6.087964	5.726784	5.887943
PF3D7_0100600	5.099497	4.737768	5.050184	5.215021	4.434811	5.021425
PF3D7_0100700	4.638016	4.574143	3.710661	4.57973	4.321235	6.54118
PF3D7_0100800	4.3533	4.58402	4.601128	4.124069	5.009823	4.742041
PF3D7_0100900	6.332248	5.153914	5.412951	5.326723	5.229127	5.32721
PF3D7_0101000	6.140193	5.789905	5.872611	5.81824	6.038168	6.390143
PF3D7_0101100	5.532752	4.869441	5.086976	5.139714	4.684516	5.112953
PF3D7_0101200	5.639906	4.77595	5.663316	5.083646	4.700726	5.647278
PF3D7_0101300	8.630996	6.470825	6.018625	5.725472	5.644367	6.149166
PF3D7_0101400	6.021592	6.17699	6.875235	6.300069	6.211073	6.159311
PF3D7_0101500	4.945569	4.927337	5.29506	5.367278	4.937523	5.780623
PF3D7_0101600	6.562555	5.694977	5.869267	5.444186	6.263915	5.551045
PF3D7_0101700	4.780692	4.659071	5.351479	5.388979	5.504184	5.752552
PF3D7_0101800	5.595483	4.769345	5.419345	5.216233	5.347748	5.257201
PF3D7_0101900	5.604815	5.311291	5.863241	5.544619	5.392031	5.725178
PF3D7_0102000	3.804249	3.579916	4.546314	4.500224	3.885188	4.414565
PF3D7_0102100	4.631761	4.773872	4.631761	4.696175	4.771312	5.208181
PF3D7_0102200	6.66778	6.551972	8.059984	7.009325	6.422608	6.630951
PF3D7_0102400	5.147614	4.965527	6.489345	5.06646	6.182775	4.574229
PF3D7_0102500	5.278821	5.917303	6.113868	5.922137	4.959785	5.182643
PF3D7_0102600	5.565405	5.36281	5.656302	5.571062	5.531917	5.964848
PF3D7_0102700	5.299773	5.516945	5.645493	6.334735	5.801692	5.875742
PF3D7_0102800	5.30942	5.011448	4.735833	4.769854	5.309468	5.015633
PF3D7_0102900	6.913215	6.564545	6.348172	6.158281	6.724542	6.631509
PF3D7_0103000	5.191049	6.129481	5.257875	5.423581	6.950114	5.248378
PF3D7_0103100	5.031079	5.424177	5.366252	5.164705	5.358164	4.987609
PF3D7_0103200	8.369093	8.663046	8.299264	8.204298	8.341352	8.55892
PF3D7_0103300	5.348995	5.270989	5.407068	5.219931	5.226815	4.888077
PF3D7_0103400	6.499793	6.472244	6.568379	6.627366	6.9167	7.100465
PF3D7_0103500	5.374962	5.705577	5.663699	5.550197	5.469445	5.547377
PF3D7_0103600	5.523548	5.317217	5.412707	5.527969	5.64984	5.607239
PF3D7_0103700	6.403688	6.965313	6.626489	6.843	6.417924	7.07594
PF3D7_0103800	7.490989	8.027778	8.653135	9.186546	9.901412	9.454827
PF3D7_0103900	4.787801	4.927329	4.736668	5.093149	5.39599	4.955708
PF3D7_0104000	4.314866	4.962568	5.230866	4.693316	5.263445	5.293644
PF3D7_0104100	4.716105	5.565079	5.143355	5.656821	6.202461	6.040741
PF3D7_0104200	8.984362	8.830477	9.064657	8.28372	8.114813	7.68218
PF3D7_0104300	6.829543	6.620206	6.941339	6.456884	6.465723	6.456273
PF3D7_0104400	6.630399	6.651104	6.530596	6.910521	7.195927	7.096945
PF3D7_0104500	7.40718	7.345764	7.116456	7.047156	7.231031	7.497357
PF3D7_0104600	5.487026	5.428241	5.396043	5.191426	5.180079	5.084385
PF3D7_0104700	5.042712	5.023504	5.487063	5.757826	5.713917	6.011912
PF3D7_0104800	5.717574	5.667793	5.758726	6.380231	5.866336	6.278367
PF3D7_0105100	5.656289	6.544812	5.270382	5.376234	5.984212	6.987025
PF3D7_0105200	6.198119	6.03354	5.828106	5.765548	5.944664	5.624911
PF3D7_0105300	5.865267	7.14844	6.84946	6.608873	5.605885	7.62637
PF3D7_0105400.1	5.2109	6.37546	6.534763	6.10795	6.436127	6.381411
PF3D7_0105400.2	5.2109	6.37546	6.534763	6.10795	6.436127	6.381411
PF3D7_0105500	4.656477	4.477582	4.066123	4.371141	5.14248	4.064427
PF3D7_0105600	6.445492	6.182378	5.98511	5.78775	5.878729	5.86322
PF3D7_0105700	5.608484	5.893407	5.879994	6.170353	5.706254	5.337087
PF3D7_0105800	5.903891	6.471827	6.411784	6.31735	6.30799	6.360037
PF3D7_0105900	5.618846	6.36292	6.046856	6.337145	6.730755	7.09748
PF3D7_0106000	5.197311	5.903679	5.642578	5.31772	5.943754	5.828839
PF3D7_0106100	7.6097	7.485714	7.588408	7.23619	7.37081	6.908066
PF3D7_0106200	3.624835	5.878677	4.065752	4.028752	5.157074	3.818626
PF3D7_0106300	8.00718	8.148307	7.592685	7.442094	7.526719	7.015346
PF3D7_0106400	8.21736	7.330382	7.211286	6.926762	7.518658	7.331554
PF3D7_0106500	4.338594	4.725288	4.599274	4.7388	4.643938	4.391207
PF3D7_0106600	4.669479	4.618939	4.563649	4.530581	5.153161	5.999571
PF3D7_0106700	6.475599	6.154893	5.976969	6.164631	6.253432	5.58586
PF3D7_0106800	7.436775	7.833753	7.760866	7.461578	7.90054	7.887946
PF3D7_0106900	5.47675	6.194852	5.352956	5.261334	5.507177	5.581893
PF3D7_0107000	3.813398	4.40123	3.894271	4.707528	4.642395	4.807321
PF3D7_0107100	7.667262	7.536902	7.340427	7.523717	7.489977	6.887772
PF3D7_0107200	6.15297	6.102854	6.462583	5.969279	6.246512	5.70702
PF3D7_0107300	6.484594	6.581736	6.893259	7.635051	8.143075	7.825181
PF3D7_0107400	6.266414	6.430491	5.828264	5.826675	6.487657	5.340074
PF3D7_0107500	7.260131	6.559476	7.040994	6.230157	6.23271	5.955074
PF3D7_0107600	4.330718	4.599402	4.793575	4.778599	5.206556	4.861422
PF3D7_0107700	4.693861	4.445551	4.542194	4.691191	3.999953	5.27756
PF3D7_0107800	4.77357	4.462066	4.477623	4.477623	4.379062	4.895361
PF3D7_0107900	6.657163	5.827571	5.849169	6.306512	6.170809	5.165623
PF3D7_0108000	8.879225	8.971425	8.410471	8.675568	8.85297	8.992785
PF3D7_0108100	5.5683	5.578293	5.540128	5.905316	5.942934	4.829535
PF3D7_0108300	7.200806	6.936232	6.926086	7.02278	6.933391	6.122013
PF3D7_0108400.1	6.599522	6.54812	6.341731	6.932469	7.347866	7.967821
PF3D7_0108400.2	5.970916	5.800651	5.929304	6.439131	6.591606	6.385201
PF3D7_0108500	7.536205	7.45463	8.976317	8.108681	7.561915	8.41901
PF3D7_0108600	6.095953	6.62785	6.118321	6.840581	7.073994	8.067852
PF3D7_0108700	6.513032	6.06412	5.363833	5.870931	5.87328	5.623191
PF3D7_0108800	7.203706	7.499751	7.324848	7.036122	7.660075	8.098723
PF3D7_0109000	6.782275	7.377171	8.172355	8.605952	8.940042	8.484672
PF3D7_0109100	7.147243	7.511963	8.151349	8.733534	8.793709	7.77704
PF3D7_0109200	5.733649	6.502157	5.808879	6.064077	5.670333	5.74718
PF3D7_0109300	8.117478	8.369614	8.18074	8.345152	9.1678	9.46292
PF3D7_0109400	6.103222	5.779608	6.196603	6.043531	6.377401	6.245075
PF3D7_0109500	5.107769	4.562286	4.508164	5.197084	4.578948	4.665378
PF3D7_0109600	4.330063	4.731949	4.060842	5.550085	4.080631	5.002882
PF3D7_0109700	6.17593	5.570902	5.570916	5.626804	5.833407	5.993875
PF3D7_0109800	5.568337	5.284506	4.704165	4.917087	4.626002	4.712091
PF3D7_0109900.1	7.089888	7.229852	7.128143	7.322611	7.347154	7.700996
PF3D7_0109900.2	6.744874	6.980677	6.92347	7.326084	7.261901	7.435513
PF3D7_0110000	9.753464	9.826915	10.143969	10.154993	10.412437	10.783126
PF3D7_0110100	7.416056	7.516617	7.607	7.410678	7.073262	7.171094
PF3D7_0110200	8.640006	8.266383	7.962463	8.22268	8.029678	7.37107
PF3D7_0110400	9.221655	9.000461	8.842154	8.908906	9.256435	9.490855
PF3D7_0110500	6.711698	6.641277	6.38678	6.451669	6.437049	6.266379
PF3D7_0110600	7.55378	7.450451	7.38163	7.450451	7.856964	7.684594
PF3D7_0110700	7.108428	7.240762	7.313574	7.309365	7.105166	6.639959
PF3D7_0110800	7.275346	6.873775	7.004382	7.085747	6.700627	5.871795
PF3D7_0110900	5.377508	4.789127	5.224283	4.83781	5.208825	4.930028
PF3D7_0111000	4.975488	5.328769	5.194945	5.514879	5.690629	5.461839
PF3D7_0111200	5.01186	5.595973	4.916726	4.918243	4.822092	5.790075
PF3D7_0111300	5.783866	5.843635	5.552976	5.506762	5.669139	5.520626
PF3D7_0111400	4.257025	4.377425	4.347192	4.960293	4.410248	4.251946
PF3D7_0111500	6.332216	6.422179	5.618121	5.645057	6.085629	5.328589
PF3D7_0111600	5.07319	5.564595	4.873201	4.538126	5.605014	5.256089
PF3D7_0111700	6.188249	5.49506	5.163066	6.29187	5.267747	5.020363
PF3D7_0111800	6.198835	5.914351	5.575403	5.351797	5.797318	5.588099
PF3D7_0111900	8.56501	8.23505	7.368079	7.753786	8.027895	7.187908
PF3D7_0112000	4.880273	4.976251	4.645684	4.479843	4.762809	4.910761
PF3D7_0112100	4.379134	3.952231	4.343811	4.397092	4.257406	4.547307
PF3D7_0112200	5.040388	5.055634	4.575998	4.349874	4.514886	4.974903
PF3D7_0112800	4.707769	4.278272	5.022016	4.810485	4.801584	6.085493
PF3D7_0112900	6.090508	7.111875	6.085462	5.022842	4.866185	5.477434
PF3D7_0113000	8.624858	7.645982	7.085676	6.421121	6.278581	6.370736
PF3D7_0113100	4.794476	4.704964	4.800508	4.675236	4.699285	5.193358
PF3D7_0113200	7.683643	6.857704	6.148546	5.920602	6.242145	6.27623
PF3D7_0113300	4.533742	4.563689	4.204222	4.215613	4.182711	4.255776
PF3D7_0113400	6.148582	6.062389	6.064546	5.576343	5.707016	5.45035
PF3D7_0113600	5.613642	5.255563	5.613642	5.583883	5.479187	6.044596
PF3D7_0113700	5.109052	4.321343	4.340548	4.272814	4.154959	4.200542
PF3D7_0113800	4.514847	4.353177	4.283068	4.496328	4.353177	4.784417
PF3D7_0113900	7.030218	7.018672	7.776403	7.300924	7.813148	8.543288
PF3D7_0114000	7.154867	7.15649	8.015914	7.822888	7.094892	6.944272
PF3D7_0114100	7.737706	5.816578	5.212393	4.73603	4.622604	5.212393
PF3D7_0114200	3.440951	3.665031	3.550847	3.57979	3.511095	3.95943
PF3D7_0114300	5.507053	5.347003	5.633555	5.73327	5.533153	5.460504
PF3D7_0114400	4.550355	4.011975	4.228187	4.11936	3.900495	4.460944
PF3D7_0114500	6.175572	4.631761	5.694984	4.719807	4.683843	5.063635
PF3D7_0114600	5.866942	4.096385	5.286974	4.997358	4.515129	5.135707
PF3D7_0114700	5.084582	4.710207	5.366601	5.456231	4.947426	5.707724
PF3D7_0114800	6.050507	5.606125	5.915445	5.368544	5.672243	5.574373
PF3D7_0114900	6.202716	6.811799	6.799374	6.982051	7.027026	7.521068
PF3D7_0115000	5.016696	4.858063	4.783333	4.771862	4.665105	4.812963
PF3D7_0115100	4.897538	5.005191	5.055862	5.36752	5.503392	5.182415
PF3D7_0115200	6.219508	5.84019	6.134716	5.673751	5.981076	6.503115
PF3D7_0115300	5.708927	5.661109	6.072494	5.9502	5.796168	6.376146
PF3D7_0115400	5.852885	4.851318	5.083015	5.282384	4.936951	5.850814
PF3D7_0115500	5.489883	5.325861	5.935709	6.138402	6.104949	6.555767
PF3D7_0115600	6.747962	5.908784	5.916117	6.165281	6.331176	7.190138
PF3D7_0115700	6.589014	6.317867	6.846371	6.461747	6.493378	6.981007
PF3D7_0200100	5.60279	5.513487	5.808894	5.597375	5.594419	5.662114
PF3D7_0200200	5.797719	5.452676	5.897249	5.679586	5.646697	6.311602
PF3D7_0200300	5.511659	5.395428	5.731575	5.559577	5.257935	5.298053
PF3D7_0200400	5.785484	5.170852	5.502618	5.466858	5.33155	5.499104
PF3D7_0200500	6.537284	5.710006	6.015756	5.531544	5.630757	5.837806
PF3D7_0200600	5.371448	5.029652	5.371912	4.994465	5.146801	5.370894
PF3D7_0200700	6.433479	6.078898	6.21025	6.45763	6.109973	6.655518
PF3D7_0200800	4.860565	4.965527	5.511039	5.457062	5.555143	5.752552
PF3D7_0200900	6.139512	5.286391	5.089253	5.246294	5.478927	4.946448
PF3D7_0201000	5.756818	5.486876	5.972019	5.590739	5.625792	5.607653
PF3D7_0201100	4.164381	3.883207	5.137765	4.115052	4.025687	4.477951
PF3D7_0201200	5.074516	4.675038	4.507663	5.171718	4.937393	4.994936
PF3D7_0201300	5.842166	4.972168	5.331921	5.260592	5.168998	5.659255
PF3D7_0201400	4.500218	3.89731	4.510543	4.533853	4.246233	5.326418
PF3D7_0201500	6.12129	7.304361	6.317994	6.486574	6.412454	6.012081
PF3D7_0201600	6.701381	5.238304	5.240696	4.783647	4.331837	4.573406
PF3D7_0201700	4.73384	4.727923	5.49492	4.747931	4.467091	4.907536
PF3D7_0201800	7.701887	6.093114	6.837856	6.091683	5.834315	5.495596
PF3D7_0201900	9.530578	7.442784	7.28363	6.551688	5.209966	4.92896
PF3D7_0202000	11.458031	9.94224	10.606622	8.684283	8.521198	7.331241
PF3D7_0202100	7.6171	8.173986	8.981192	7.551383	6.736599	6.801876
PF3D7_0202200	4.882593	4.50876	5.35973	4.352798	4.597804	4.520176
PF3D7_0202300	3.78981	3.796049	3.840759	3.569865	3.346087	4.424525
PF3D7_0202400	7.132177	4.390914	4.710975	4.369909	4.352251	4.397435
PF3D7_0202500	13.069711	11.703419	14.034228	13.189766	10.989136	11.30062
PF3D7_0202600.1	6.046632	5.920598	6.17276	6.092327	6.295764	6.296404
PF3D7_0202600.2	6.046632	5.920598	6.17276	6.092327	6.295764	6.296404
PF3D7_0202700	5.096416	5.391679	5.15608	5.392913	4.960911	5.450335
PF3D7_0202800	6.012085	6.769983	6.91998	7.047002	7.042333	6.807921
PF3D7_0202900	5.068724	6.447687	4.946653	5.393621	5.042161	5.716914
PF3D7_0203000	4.25117	4.420858	4.51801	4.417855	4.470594	4.965627
PF3D7_0203100	5.025671	5.258235	5.601001	5.714903	5.79162	5.849732
PF3D7_0203200	4.358724	3.952546	4.177426	4.512111	4.435792	4.354953
PF3D7_0203300	6.001022	5.682233	5.856308	6.057844	6.799332	6.390545
PF3D7_0203400	8.555424	9.293846	8.517402	8.505049	9.130647	8.369628
PF3D7_0203600	4.582513	5.314194	5.040806	4.907849	4.735762	4.684021
PF3D7_0203700	5.996837	4.962258	5.147861	5.330547	5.447746	5.713315
PF3D7_0203800	6.675988	7.514153	7.579088	8.76258	9.367607	9.816097
PF3D7_0203900	4.672641	4.389786	4.135662	4.173516	4.850436	4.213954
PF3D7_0204000	4.390517	4.31351	4.205272	4.581136	4.756809	4.1669
PF3D7_0204100	6.351375	6.943039	6.845266	6.661243	6.865746	6.384422
PF3D7_0204200	6.626626	6.340004	6.219027	5.376361	6.142817	5.971864
PF3D7_0204300	4.792037	4.672288	4.281342	4.036788	4.311291	4.212614
PF3D7_0204400	7.984717	6.309994	6.408218	5.741213	6.387423	6.788881
PF3D7_0204500	4.731722	4.632291	4.320731	5.002813	4.418001	4.872969
PF3D7_0204600	5.932688	5.369713	5.418563	5.55944	5.471054	5.549014
PF3D7_0204700	7.629076	7.71262	7.942026	7.361888	7.077147	6.986277
PF3D7_0204800	5.66001	5.713485	6.063151	6.040202	6.363792	6.688196
PF3D7_0204900	5.339669	5.245869	5.638744	5.5835	5.28364	5.675663
PF3D7_0205000	6.858891	7.150937	7.391266	7.512317	7.323995	8.051286
PF3D7_0205100	5.069783	4.697019	5.287645	5.278495	4.727417	5.176963
PF3D7_0205200	4.957707	5.612783	5.237824	5.458213	5.937859	6.022436
PF3D7_0205300	4.741285	4.827907	4.974143	4.777957	5.135234	5.220221
PF3D7_0205400	5.58002	5.704672	5.668362	5.299256	5.548279	5.525923
PF3D7_0205500	7.817566	7.904307	7.079927	6.911271	7.465099	8.172136
PF3D7_0205600	5.848541	5.813574	5.595404	5.669474	5.763025	5.51749
PF3D7_0205700.1	4.45514	4.365066	3.990703	4.597295	4.997517	5.699716
PF3D7_0205700.2	4.512782	4.345512	4.030782	4.567083	4.856746	5.700884
PF3D7_0205800	8.015039	8.706424	8.465749	7.969078	9.220517	10.013452
PF3D7_0205900	7.86989	7.984986	7.422569	7.534234	7.760892	7.59009
PF3D7_0206000	6.503209	6.35439	6.655373	6.396179	6.141047	6.066986
PF3D7_0206100	7.195888	7.062906	6.878601	5.623931	6.122558	6.391746
PF3D7_0206200	7.768901	8.154002	9.006681	8.577384	8.769663	8.952399
PF3D7_0206300	7.540229	6.972459	6.86574	6.340154	6.168939	6.403359
PF3D7_0206500	6.290757	6.033043	6.051304	6.06717	5.909164	5.203924
PF3D7_0206600	7.851052	7.413383	7.67192	7.064282	7.141212	7.504052
PF3D7_0206700	7.40974	7.074415	6.973268	6.58919	6.787448	6.733021
PF3D7_0206800	6.962699	10.460773	10.112008	9.246564	7.4731	7.548124
PF3D7_0206900.1	7.403302	8.047135	8.256404	7.765969	6.305051	6.515411
PF3D7_0206900.2	7.403302	8.047135	8.256404	7.765969	6.305051	6.515411
PF3D7_0207000	5.872946	6.962652	6.927768	6.836289	6.286598	6.194412
PF3D7_0207100	4.845609	5.094166	5.26882	5.074822	5.182495	5.524923
PF3D7_0207200	5.10626	4.751768	4.940861	5.087472	5.528006	6.290994
PF3D7_0207300	4.708641	5.093933	5.129633	5.068713	5.295141	5.082886
PF3D7_0207400	5.311704	7.254119	6.095069	5.702138	5.592939	5.673736
PF3D7_0207500	5.116901	6.871644	5.559421	5.238111	4.959398	5.384341
PF3D7_0207600	6.371151	10.357116	8.557902	8.210051	7.558183	6.928602
PF3D7_0207700	4.767872	7.135887	5.47016	5.683162	5.294465	4.856982
PF3D7_0207800	5.009515	6.298467	5.87004	5.552603	5.245253	5.54082
PF3D7_0207900	5.674855	6.578667	6.219046	5.974734	5.87616	5.748793
PF3D7_0208000	4.382701	5.352661	4.924132	4.785952	4.810139	5.106176
PF3D7_0208100.1	6.669841	7.732693	7.062656	7.321871	7.39664	7.360728
PF3D7_0208100.2	6.669841	7.732693	7.062656	7.321871	7.39664	7.360728
PF3D7_0208200	6.685925	6.421727	6.296649	6.19941	6.304325	5.799134
PF3D7_0208300	4.596283	4.053644	4.204222	4.464711	4.33873	4.325249
PF3D7_0208400	5.803929	6.41876	5.902364	5.969627	6.013416	6.517987
PF3D7_0208500	5.708048	6.642263	6.108942	6.150379	6.43164	6.683807
PF3D7_0208600	5.539655	5.337979	5.423223	5.32701	5.386637	6.198745
PF3D7_0208700.1	9.382237	9.142974	8.949808	9.038945	9.44726	10.555044
PF3D7_0208700.2	9.36983	9.162846	8.9525	9.057614	9.456872	10.588409
PF3D7_0208800	6.241622	6.090398	6.585286	6.812595	6.569856	5.889766
PF3D7_0208900	4.430011	4.477929	4.542049	4.848328	4.914483	5.079545
PF3D7_0209000	5.791669	5.708622	6.0001	6.417978	6.291957	6.214094
PF3D7_0209100	5.526686	5.531789	5.43179	5.478889	5.597963	5.523925
PF3D7_0209200	5.759197	5.208864	5.623775	5.393898	5.239144	5.887139
PF3D7_0209300	5.978053	6.708985	5.755248	5.617051	6.071665	5.954958
PF3D7_0209400	4.472105	4.668349	4.390141	4.548312	4.683843	5.091721
PF3D7_0209500	4.264706	4.355891	5.237888	5.02829	4.776226	4.277279
PF3D7_0209600	5.631394	7.247215	6.261464	5.904497	5.770779	5.834893
PF3D7_0209700	5.704955	5.614098	5.489128	5.596456	6.105959	5.585706
PF3D7_0209800	8.534696	8.279223	7.885686	7.921376	8.234823	9.088589
PF3D7_0210000	8.886959	9.168397	9.022318	9.380973	9.358282	9.615328
PF3D7_0210100.1	8.837739	8.448446	7.679999	7.810229	8.06047	7.489024
PF3D7_0210100.2	6.94111	6.56424	5.852939	5.718314	6.203281	5.291322
PF3D7_0210200	6.524136	6.910322	6.535926	6.600593	6.733748	6.511139
PF3D7_0210300	8.193914	8.440223	7.507944	7.034741	7.523982	7.417704
PF3D7_0210400	5.901314	5.551339	4.677174	5.12821	5.074943	4.686399
PF3D7_0210500	4.181831	4.286464	4.316613	4.271921	3.884052	4.616857
PF3D7_0210600	6.476399	7.275821	7.962427	7.683764	8.281202	8.02101
PF3D7_0210700	3.485142	4.073151	3.934653	4.310453	4.278733	4.303263
PF3D7_0210800	4.133919	4.150514	4.164524	3.939482	4.464357	4.31466
PF3D7_0210900	6.529015	6.532562	6.36993	6.14878	6.102345	6.610696
PF3D7_0211100	4.86591	4.603086	4.434766	4.808163	5.022015	4.563186
PF3D7_0211200	6.879694	6.700694	6.169906	6.331201	7.007622	6.715639
PF3D7_0211300	5.588327	5.874009	5.50417	6.403505	5.917655	5.009634
PF3D7_0211400	6.323097	6.510736	7.097275	6.830526	7.092377	7.231765
PF3D7_0211500	4.504766	4.64071	4.88937	5.151266	4.865596	4.546539
PF3D7_0211600	5.11552	5.896096	5.968714	5.584845	6.118031	6.399432
PF3D7_0211700	5.319711	5.13211	5.009413	5.204284	5.208174	5.005363
PF3D7_0211800	8.355642	8.12108	7.738345	7.797348	8.095507	7.992135
PF3D7_0211900	6.981535	7.369597	7.188365	6.635682	6.733155	7.171094
PF3D7_0212000	8.458026	9.068939	8.640274	8.825108	9.021935	9.451258
PF3D7_0212100	6.428278	6.247672	6.03418	5.991006	5.774061	5.572196
PF3D7_0212200	6.32238	6.075681	5.67476	5.913946	5.489961	6.586294
PF3D7_0212300	8.020811	7.828429	7.966408	7.909575	8.496577	8.526153
PF3D7_0212400	5.803421	5.910262	5.601967	5.372739	5.530074	5.483314
PF3D7_0212500	5.715717	5.727866	5.423881	5.262859	5.267055	5.294637
PF3D7_0212600	6.067612	7.078875	7.542856	6.231501	5.774856	5.920802
PF3D7_0212700	5.308158	5.613664	5.800009	6.104724	6.464254	6.99593
PF3D7_0212800	6.000338	6.165868	6.074035	6.302254	6.211349	6.416555
PF3D7_0212900	4.450355	4.915469	4.928762	5.108991	4.61823	4.65797
PF3D7_0213000	7.765135	8.561213	8.198009	8.28143	8.987914	9.259761
PF3D7_0213100	9.51821	9.259262	9.223001	9.45067	10.002463	9.96042
PF3D7_0213200	6.812392	6.657099	7.064356	6.806076	7.236088	7.967821
PF3D7_0213300	7.550706	7.948242	7.46355	7.57883	8.524086	8.697262
PF3D7_0213400	6.042186	5.985369	5.796586	6.230888	6.455704	6.513803
PF3D7_0213500	6.387224	6.266382	6.023019	6.137515	6.331838	5.810981
PF3D7_0213600	4.446647	4.638816	4.808688	5.134793	5.461847	5.157241
PF3D7_0213700	6.09956	5.229578	5.476599	5.644222	5.618015	6.712249
PF3D7_0213800	4.261257	4.389005	4.602621	4.721336	4.939855	4.814213
PF3D7_0213900	8.189481	7.706425	7.796316	7.759464	7.721225	7.320867
PF3D7_0214000	7.974978	7.352073	7.412607	7.282768	7.213867	6.378588
PF3D7_0214100	6.123417	6.1145	5.845973	5.706417	5.769845	5.722683
PF3D7_0214200	6.806195	6.862708	6.876066	6.422374	6.469023	6.411811
PF3D7_0214300	5.600648	5.776703	5.818504	5.362288	5.241344	5.730746
PF3D7_0214400	7.596996	7.122781	7.271255	7.472575	7.591201	8.18098
PF3D7_0214500	5.086411	5.250148	5.22609	4.876491	5.047366	5.395806
PF3D7_0214600	5.264054	5.844904	7.382618	6.265491	5.398636	5.476069
PF3D7_0214700	4.035702	4.078452	4.321162	4.526287	4.097685	4.760102
PF3D7_0214800	7.435223	6.804177	6.691791	6.46821	6.316579	6.355537
PF3D7_0214900	5.20132	6.408996	6.572376	5.876799	5.749251	5.740763
PF3D7_0215000	9.272271	9.32394	9.593578	9.360303	9.324227	9.355635
PF3D7_0215100	7.377205	7.619405	6.860911	6.899446	6.749991	7.232467
PF3D7_0215200	4.074045	4.496518	4.521436	4.356646	5.190622	5.215842
PF3D7_0215300	4.664326	4.917772	4.930068	4.767647	4.853961	4.953982
PF3D7_0215400	7.478009	7.33681	6.970993	6.982104	7.288906	7.264581
PF3D7_0215500	6.999377	6.761022	6.969998	6.78884	6.987599	6.816302
PF3D7_0215600	7.011145	6.481423	6.759744	7.090334	6.6228	5.193515
PF3D7_0215700	7.08941	6.787321	6.409252	6.416146	6.510194	6.397639
PF3D7_0215800	5.868913	6.28582	6.005802	5.970106	5.995973	5.776708
PF3D7_0215900	5.998647	6.714329	6.736621	6.426476	6.701742	8.071675
PF3D7_0216000	5.966777	6.392169	6.659376	7.331083	7.445214	7.061111
PF3D7_0216100	4.537474	4.675538	4.484492	4.390067	4.661458	4.621825
PF3D7_0216200	8.010859	7.52892	7.41837	7.112823	7.351984	7.675376
PF3D7_0216300	5.962785	5.558845	5.51162	5.569588	5.430517	5.262352
PF3D7_0216400	6.193684	6.544783	6.006772	6.014169	6.236452	5.819819
PF3D7_0216500	4.783323	5.209487	5.28179	5.297734	5.513367	5.733769
PF3D7_0216600	7.614719	7.502004	7.869009	7.882619	8.051548	7.396606
PF3D7_0216700.1	4.332487	4.549424	4.428174	4.423321	4.234249	4.538103
PF3D7_0216700.2	4.332487	4.549424	4.428174	4.423321	4.234249	4.538103
PF3D7_0216800	7.255432	9.078409	8.10384	8.304386	8.769749	10.498102
PF3D7_0216900	5.869114	6.391662	6.314605	5.864425	5.882341	5.022836
PF3D7_0217000	5.013937	5.624675	5.722003	5.586051	5.864183	6.242656
PF3D7_0217100	7.700948	8.220393	8.142905	8.209104	8.464051	8.24968
PF3D7_0217200	6.058607	6.474709	6.407454	6.278639	6.051989	5.881757
PF3D7_0217300	6.762368	6.056391	5.695687	6.259893	6.470527	6.929424
PF3D7_0217400	7.717348	8.03575	7.477577	7.549022	7.84504	7.747286
PF3D7_0217500	6.960469	8.295535	8.361555	8.157691	8.293125	8.402651
PF3D7_0217600	5.011332	5.033338	5.332731	4.875566	5.080039	4.963425
PF3D7_0217700	4.706746	5.076994	4.367714	4.6517	5.0437	5.70372
PF3D7_0217800	10.900871	10.235462	9.837121	9.526995	10.248348	10.529272
PF3D7_0217900	6.157193	7.123132	6.50159	6.426512	6.434928	5.904625
PF3D7_0218000	7.706337	8.457435	7.979788	7.962054	8.013659	8.459791
PF3D7_0218100	4.836906	5.436184	5.100955	5.483823	5.63512	7.054042
PF3D7_0218200	6.549168	6.486302	6.415785	5.921526	5.947455	5.61972
PF3D7_0218300	6.804904	6.79924	6.475291	6.534642	6.477467	6.250652
PF3D7_0218400	8.342647	7.72645	7.754295	7.853514	7.880067	7.42628
PF3D7_0218500	9.255987	8.904161	8.533396	7.863113	8.905014	9.628375
PF3D7_0218600	6.926171	6.479845	6.210121	6.298353	6.584601	6.33305
PF3D7_0218700	5.242201	5.229577	5.418866	5.127072	5.153962	4.86336
PF3D7_0219100	7.627551	7.420841	7.907558	8.358464	8.622114	9.240696
PF3D7_0219300	5.042208	5.188913	5.278012	5.410091	5.140947	6.679429
PF3D7_0219400.1	11.109647	11.625916	11.179902	11.35719	11.979372	12.338306
PF3D7_0219400.2	12.376622	12.651034	12.226336	12.991688	13.479211	13.953484
PF3D7_0219500	6.139624	6.080652	5.815824	6.332389	6.429673	5.866802
PF3D7_0219600	5.918081	6.128003	5.599699	5.628538	5.783622	5.492542
PF3D7_0219700	5.321859	5.450067	6.45007	5.653625	6.030518	5.425335
PF3D7_0219800	6.209011	6.54262	6.370225	5.922916	6.394911	6.116684
PF3D7_0219900	5.608111	6.731467	7.165675	5.990413	5.913255	5.197894
PF3D7_0220000	8.069126	8.165051	8.38976	7.471584	6.126106	6.318839
PF3D7_0220100	6.120068	5.613444	6.292885	5.809854	5.637518	6.361309
PF3D7_0220200	8.028783	7.179683	7.222932	5.916887	5.78751	5.250324
