ID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53
PF3D7_0105400.1	0.4296	0.2682	0.2533	0.1758	0.2816	0.3603	0.3311	0.2909	0.2824	0.1475	0.1309	0.0776	0.0914	0.1154	0.1287	0.0479	0.0402	-0.0185	-0.0304	-0.053	-0.0722	-0.1089	-0.1517	-0.2196	-0.2274	-0.2092	-0.1924	-0.1322	-0.1404	-0.1049	-0.1223	-0.0944	-0.0917	-0.0299	-0.0574	-0.033	-0.0305	-0.0407	-0.0045	0.0097	0.0599	0.1374	0.2477	0.3013	0.4055	0.4687	0.4925	0.4716	0.4985	0.4819	0.4657	0.4697	0.42
PF3D7_0105400.2	0.4296	0.2682	0.2533	0.1758	0.2816	0.3603	0.3311	0.2909	0.2824	0.1475	0.1309	0.0776	0.0914	0.1154	0.1287	0.0479	0.0402	-0.0185	-0.0304	-0.053	-0.0722	-0.1089	-0.1517	-0.2196	-0.2274	-0.2092	-0.1924	-0.1322	-0.1404	-0.1049	-0.1223	-0.0944	-0.0917	-0.0299	-0.0574	-0.033	-0.0305	-0.0407	-0.0045	0.0097	0.0599	0.1374	0.2477	0.3013	0.4055	0.4687	0.4925	0.4716	0.4985	0.4819	0.4657	0.4697	0.42
PF3D7_0105500	0.0885	0.0759	0.0726	0.0781	0.0894	0.0993	0.1012	0.115	0.114	0.1048	0.1198	0.1323	0.1412	0.1532	0.1259	0.1127	0.0597	0.0212	0.0343	0.0819	0.0766	0.1391	0.1843	0.1706	0.1534	0.1588	0.0979	0.0754	0.0573	0.031	0.0311	0.0915	0.0864	0.0998	0.0966	0.1114	0.0828	0.1046	0.0929	0.1262	0.0946	0.1176	0.0964	0.0994	0.0661	0.0523	0.0225	0.0281	0.0244	0.0255	0.0755	0.0904	0.1365
PF3D7_0105600	0.0099	0.0046	0.0526	0.0476	0.1035	0.1604	0.1765	0.1942	0.2552	0.2631	0.3102	0.3159	0.3009	0.3423	0.3295	0.2804	0.3183	0.3094	0.2488	0.2239	0.1899	0.1119	0.0572	0.0263	0.0086	0.0124	-0.0175	0.0107	-0.025	-0.0151	-0.0386	-0.0383	-0.049	-0.0379	-0.0723	-0.0896	-0.0922	-0.1019	-0.0592	-0.0523	0.0075	0.0296	0.0415	-0.0463	-0.0506	-0.0765	-0.1026	-0.1101	-0.0449	-0.0249	0.0058	0.0795	0.167
PF3D7_0105700	0.0718	0.0799	0.1251	0.1329	0.1472	0.126	0.1353	0.1296	0.1162	0.1085	0.0744	0.026	-0.0574	-0.1035	-0.1141	-0.0436	-0.0081	0.0437	0.0799	0.0807	0.0964	0.1083	0.1118	0.1224	0.1496	0.1255	0.1589	0.1314	0.1126	0.0927	0.0704	-0.0168	-0.0082	0.0051	0.0043	0.0268	0.0781	0.0746	0.0997	0.1506	0.1525	0.1598	0.175	0.1838	0.1635	0.1577	0.1599	0.2114	0.1621	0.1449	0.1314	0.0912	0.1001
PF3D7_0105800	0.1916	0.1076	-0.0163	-0.0816	-0.1834	-0.2687	-0.3498	-0.4783	-0.6177	-0.8042	-1.0804	-1.2774	-1.3147	-1.4548	-1.4424	-1.3125	-1.2451	-1.1847	-1.0446	-0.9896	-0.8969	-0.7823	-0.7011	-0.5852	-0.4157	-0.2579	-0.1139	0.0119	0.1033	0.1768	0.2208	0.2684	0.2803	0.3169	0.3281	0.3407	0.324	0.3758	0.4014	0.369	0.4183	0.5365	0.5773	0.6275	0.7489	0.7101	0.6837	0.6964	0.592	0.4305	0.2444	-0.0805	-0.4509
PF3D7_0105900	0.1346	0.0063	-0.0569	-0.0992	-0.0439	0.0194	0.0249	0.0282	-0.0092	-0.1212	-0.2336	-0.2999	-0.3117	-0.299	-0.2739	-0.2527	-0.1966	-0.1868	-0.225	-0.2335	-0.2002	-0.1783	-0.0831	-0.0108	0.0135	0.0836	0.1373	0.1126	0.1582	0.1725	0.1553	0.1283	0.1032	0.0764	0.1289	0.1356	0.145	0.1646	0.2095	0.2091	0.281	0.2643	0.2319	0.2411	0.2764	0.2619	0.3502	0.4192	0.3515	0.291	0.1741	0.0251	-0.0632
PF3D7_0106000	0.08	0.0248	0.001	-0.0668	-0.1399	-0.1459	-0.2427	-0.3584	-0.358	-0.3782	-0.5289	-0.5984	-0.5822	-0.798	-0.8338	-0.7343	-0.7253	-0.7037	-0.4785	-0.4721	-0.524	-0.4785	-0.4815	-0.497	-0.4116	-0.3392	-0.2826	-0.1762	-0.086	-0.0048	0.0916	0.2543	0.3013	0.2912	0.289	0.2576	0.1078	0.1385	0.1834	0.1757	0.2647	0.3832	0.4777	0.5279	0.6402	0.6478	0.7218	0.7137	0.6767	0.5351	0.4122	0.1242	-0.1473
PF3D7_0106100	0.1015	0.0331	0.1426	0.1416	0.1901	0.2537	0.2468	0.2064	0.1968	0.2083	0.1654	0.0668	-0.0012	-0.045	-0.0513	-0.0927	0.0208	0.0748	0.0888	0.0731	0.0554	-0.0142	-0.0131	0.0113	0.0586	0.1451	0.15	0.0943	0.0683	0.0377	-0.0278	-0.0475	-0.0643	-0.071	-0.1429	-0.2041	-0.1943	-0.2294	-0.2127	-0.1323	-0.1052	-0.1074	-0.0911	-0.129	-0.1524	-0.1247	-0.1241	-0.1223	-0.1886	-0.1947	-0.173	-0.1324	0.0465
PF3D7_0106200	0.2439	0.2389	0.2536	0.2265	0.1708	0.1284	-0.0148	-0.1522	-0.2121	-0.2913	-0.409	-0.4775	-0.5026	-0.6802	-0.7432	-0.6985	-0.7212	-0.6353	-0.4878	-0.4686	-0.4689	-0.3966	-0.478	-0.4438	-0.3523	-0.2914	-0.1946	-0.0373	0.0789	0.1426	0.2286	0.2792	0.2796	0.2456	0.2255	0.2168	0.1733	0.2097	0.2955	0.3577	0.3968	0.4883	0.5379	0.5225	0.5683	0.5543	0.5657	0.5592	0.5139	0.4139	0.3238	0.1234	-0.0869
PF3D7_0106300	0.0639	0.0475	0.0358	-0.0347	-0.1482	-0.2387	-0.343	-0.3879	-0.3833	-0.36	-0.3159	-0.2615	-0.2723	-0.3221	-0.3023	-0.3709	-0.3927	-0.3931	-0.2936	-0.2295	-0.1751	-0.1864	-0.05	-0.1327	-0.1126	-0.0947	-0.0606	-0.1904	-0.1235	-0.1101	-0.1061	-0.0184	0.0177	-0.0024	-0.0654	-0.1031	-0.1772	-0.1919	-0.1588	-0.1342	-0.0902	-0.0074	0.0992	0.0499	0.0565	0.1016	0.0387	-0.0335	0.0045	0.0119	-0.1062	-0.1974	-0.3853
PF3D7_0106500	0.2568	0.2857	0.3383	0.3596	0.3019	0.325	0.3447	0.3385	0.3167	0.2705	0.1895	0.106	0.0605	-0.0162	0.024	0.0343	0.0198	0.0032	0.0048	-0.0763	-0.1274	-0.1958	-0.184	-0.1463	-0.0515	0.039	0.144	0.1281	0.1102	0.0564	0.0268	-0.0406	-0.0758	-0.0857	-0.0607	-0.0815	-0.0405	-0.0183	0.0157	0.0597	0.0507	0.0185	0.0239	0.0463	0.0582	0.0925	0.1293	0.1831	0.114	0.0858	0.0651	0.0216	0.0511
PF3D7_0106600	0.1604	0.0992	0.0632	0.0303	0.0385	0.0878	0.153	0.208	0.218	0.213	0.2175	0.2003	0.1411	0.1875	0.1562	0.091	0.0818	0.14	0.0941	0.1245	0.1288	0.1067	0.0417	0.0421	0.0116	0.0154	-0.0045	0.0142	0.0166	0.0303	0.0101	0.0236	0.0273	0.0404	0.062	0.0709	0.0725	0.0575	-0.0295	-0.0296	0.0305	0.0519	0.068	0.17	0.1857	0.1692	0.1878	0.1893	0.204	0.1719	0.1363	0.0848	-0.023
PF3D7_0106700	-0.0544	-0.0057	0.0406	0.0848	0.1374	0.1596	0.1773	0.2491	0.3105	0.2997	0.3859	0.4225	0.3361	0.3468	0.2649	0.2924	0.3679	0.4325	0.3721	0.45	0.3748	0.2898	0.2724	0.2483	0.2097	0.1925	0.1678	0.0692	0.0257	-0.0161	-0.0652	-0.1298	-0.1063	-0.0899	-0.0766	-0.1434	-0.1646	-0.1972	-0.2598	-0.2706	-0.2644	-0.2556	-0.2426	-0.2293	-0.2499	-0.1765	-0.1333	-0.1442	-0.0999	-0.0379	-0.1214	-0.1627	-0.2625
PF3D7_0106900	0.1653	0.0948	0.0132	-0.0503	-0.1137	-0.2123	-0.2382	-0.3207	-0.3511	-0.3815	-0.3925	-0.3916	-0.354	-0.3706	-0.3742	-0.3316	-0.3859	-0.3962	-0.3046	-0.2196	-0.1752	-0.0489	0.059	-0.0023	-0.0061	0.0596	0.0922	0.1321	0.2372	0.2368	0.1914	0.2151	0.1592	0.1596	0.2124	0.3154	0.3375	0.3805	0.3938	0.427	0.4133	0.4334	0.4776	0.4935	0.4845	0.4175	0.4077	0.405	0.3332	0.2727	0.2643	0.1607	0.141
PF3D7_0107000	0.0635	-0.0239	-0.1349	-0.2207	-0.3699	-0.5805	-0.738	-0.9423	-1.1154	-1.3478	-1.5062	-1.6443	-1.6268	-1.7323	-1.601	-1.3781	-1.2674	-1.1444	-0.8329	-0.6617	-0.5236	-0.2848	-0.1801	-0.1524	-0.0533	0.0392	0.1297	0.3021	0.3792	0.4485	0.4693	0.3727	0.292	0.3478	0.3595	0.4909	0.6209	0.7035	0.7386	0.7539	0.6862	0.6497	0.5072	0.4522	0.3593	0.2669	0.1845	0.2433	0.1075	0.034	-0.0496	-0.1325	-0.1596
PF3D7_0107100	-0.0285	-0.0241	-0.0789	-0.0659	-0.126	-0.1794	-0.159	-0.1393	-0.1325	-0.0932	-0.052	-0.0508	-0.0209	0.033	0.0602	0.1208	0.1588	0.1673	0.1201	0.1061	0.1157	0.135	0.1637	0.1906	0.2062	0.1818	0.171	0.1904	0.1587	0.1485	0.1347	0.1209	0.0738	0.0943	0.0903	0.1057	0.0796	0.0689	0.0564	0.0451	0.0262	0.0207	0.0182	-0.0197	-0.0512	-0.0735	-0.0954	-0.111	-0.1632	-0.1128	-0.1055	-0.0564	0.0858
PF3D7_0107200	0.0336	0.0503	0.0379	0.0427	0.0641	0.0486	0.0604	0.0734	0.1138	0.0999	0.1004	0.0947	0.0993	0.0857	0.0866	0.0878	0.0628	0.0315	0.0338	0.0469	0.0578	0.0999	0.1381	0.0996	0.0896	0.0748	0.0919	0.0945	0.1097	0.1098	0.1273	0.1291	0.1122	0.1072	0.134	0.15	0.148	0.1383	0.1226	0.1422	0.1439	0.1891	0.2329	0.2577	0.233	0.2262	0.1704	0.1546	0.1294	0.1278	0.1149	0.1147	0.1509
PF3D7_0107300	0.1274	0.0961	0.0857	0.0875	0.0922	0.1025	0.1339	0.1346	0.1468	0.1618	0.1936	0.178	0.1813	0.1643	0.1229	0.0776	0.0499	0.0287	0.0031	0.0372	0.0424	0.0606	0.0416	0.0356	0.0121	-0.006	-0.006	0.007	0.008	0.0165	0.0109	-0.0353	-0.0387	-0.0182	-0.084	-0.0667	-0.082	-0.0902	-0.049	-0.0136	0.0083	0.0743	0.104	0.0581	0.09	0.0786	0.1064	0.1108	0.1374	0.1808	0.1796	0.1875	0.1687
PF3D7_0107400	0.1301	0.0137	-0.0312	-0.1264	-0.1438	-0.1978	-0.278	-0.3799	-0.4274	-0.4557	-0.5442	-0.5298	-0.509	-0.5459	-0.5114	-0.3879	-0.3941	-0.2891	-0.1657	-0.1093	-0.0861	0.0038	-0.0205	-0.0435	-0.0168	-0.0293	-0.0157	0.0769	0.1612	0.1841	0.2409	0.2257	0.1874	0.1644	0.1457	0.1846	0.2258	0.2617	0.2957	0.317	0.2901	0.2978	0.2624	0.2661	0.1893	0.1649	0.1425	0.1131	0.1211	0.1516	0.1656	0.1668	0.1131
PF3D7_0107500	0.2157	0.2662	0.3217	0.3289	0.2228	0.2484	0.2076	0.1355	0.1454	0.194	0.1822	0.185	0.1517	0.0856	0.0997	0.0429	0.0635	0.1485	0.1661	0.1016	0.0585	-0.0749	-0.1827	-0.1884	-0.1747	-0.1826	-0.1204	-0.1617	-0.2168	-0.2528	-0.2887	-0.3338	-0.3302	-0.3634	-0.3797	-0.3864	-0.4042	-0.3621	-0.3009	-0.3338	-0.3126	-0.2895	-0.2901	-0.294	-0.2067	-0.1363	-0.1196	-0.1208	0.0668	0.1628	0.1994	0.3313	0.1771
PF3D7_0107600	0.1594	0.1282	0.0883	0.0885	0.0531	0.0658	0.0775	0.0835	0.0583	0.0779	0.0437	0.0249	0.0047	0.03	-0.0218	0.0136	-0.0048	-0.0061	0.0144	0.0346	0.0495	0.099	0.1216	0.132	0.1396	0.0781	0.0677	0.0588	6e-04	-0.0105	0.0048	0.0049	5e-04	0.0369	0.0348	0.0316	0.0306	0.0351	0.0102	0.0202	0.0266	0.0336	0.06	0.06	0.0682	0.1011	0.0997	0.0732	0.0602	0.0511	0.0279	0.0182	0.048
PF3D7_0107800	-0.3544	-0.3785	-0.4388	-0.43	-0.5228	-0.637	-0.6685	-0.7219	-0.7544	-0.6414	-0.5778	-0.4753	-0.4083	-0.3623	-0.4043	-0.2689	-0.2322	-0.1447	-0.1379	-0.0446	-0.0338	0.0203	0.07	0.1358	0.2142	0.2373	0.3279	0.3446	0.3794	0.3065	0.3103	0.2058	0.1973	0.1745	0.2613	0.2739	0.2831	0.2766	0.2344	0.2429	0.1773	0.1477	0.0878	0.058	-0.0914	-0.118	-0.169	-0.1812	-0.2641	-0.2453	-0.3475	-0.4421	-0.4997
PF3D7_0108000	0.0734	0.0478	-0.0131	-0.055	-0.0974	-0.1168	-0.1737	-0.1506	-0.174	-0.1914	-0.2742	-0.3345	-0.3545	-0.4398	-0.3879	-0.3588	-0.3134	-0.2861	-0.1719	-0.2192	-0.1999	-0.2146	-0.2029	-0.1736	-0.08	-0.011	0.0609	0.1794	0.1829	0.1675	0.1375	0.1313	0.0194	-0.0228	-0.0573	-0.093	-0.129	-0.1171	-0.015	0.0275	0.0983	0.096	0.0342	-0.1286	-0.1988	-0.2908	-0.3716	-0.3982	-0.3847	-0.3265	-0.3139	-0.2152	-0.162
PF3D7_0108300	-0.6912	-0.3486	-0.1002	0.1317	0.2924	0.351	0.4945	0.4857	0.4272	0.3711	0.2991	0.2363	0.2921	0.277	0.289	0.4385	0.4306	0.3831	0.4393	0.5076	0.3766	0.2919	0.2178	0.0575	-0.1444	-0.3059	-0.3745	-0.5463	-0.6388	-0.722	-0.8308	-1.0261	-1.0877	-1.2036	-1.2265	-1.1846	-1.1432	-1.2156	-1.294	-1.4694	-1.5795	-1.4862	-1.4554	-1.3451	-1.164	-1.01	-1.1346	-1.1222	-0.8945	-0.657	-0.6185	-0.324	-0.3938
PF3D7_0108400.1	0.2474	0.2629	0.2558	0.216	0.1906	0.2593	0.2425	0.2715	0.3005	0.354	0.3581	0.4097	0.489	0.5824	0.6441	0.5596	0.5685	0.4783	0.3488	0.1812	0.1359	0.0284	-0.0029	-0.0015	0.0333	0.0158	0.0199	-0.0255	-0.0366	-0.0464	-0.0471	-0.0323	-0.0432	-0.0392	-0.0715	-0.0982	-0.145	-0.133	-0.1392	-0.1346	-0.1038	-0.1254	-0.1316	-0.124	-0.1098	-0.1126	-0.0911	-0.093	0.0572	0.0885	0.1715	0.2845	0.1664
PF3D7_0108400.2	0.2474	0.2629	0.2558	0.216	0.1906	0.2593	0.2425	0.2715	0.3005	0.354	0.3581	0.4097	0.489	0.5824	0.6441	0.5596	0.5685	0.4783	0.3488	0.1812	0.1359	0.0284	-0.0029	-0.0015	0.0333	0.0158	0.0199	-0.0255	-0.0366	-0.0464	-0.0471	-0.0323	-0.0432	-0.0392	-0.0715	-0.0982	-0.145	-0.133	-0.1392	-0.1346	-0.1038	-0.1254	-0.1316	-0.124	-0.1098	-0.1126	-0.0911	-0.093	0.0572	0.0885	0.1715	0.2845	0.1664
PF3D7_0108500	0.6088	0.9733	1.0798	1.1496	1.1118	1.0293	1.0017	0.8784	0.8199	0.7006	0.5865	0.3769	0.3094	0.182	0.0472	-0.0835	-0.1725	-0.3172	-0.4331	-0.5392	-0.7268	-0.8908	-1.1767	-1.4364	-1.6456	-1.7699	-1.868	-1.758	-1.8333	-1.8267	-1.8522	-1.852	-1.8503	-1.7162	-1.6927	-1.6089	-1.4839	-1.3765	-1.2599	-1.0029	-0.7442	-0.5585	-0.4208	-0.2517	-0.1921	-0.0434	-0.0131	0.0348	0.4719	0.9114	1.1476	1.7171	1.8095
PF3D7_0108600	-0.3364	-0.2425	-0.1736	-0.0731	-0.0172	-0.03	5e-04	0.0204	-0.0319	-0.0135	0.0425	0.0261	0.0521	0.1048	0.1228	0.1479	0.1423	0.1444	0.1465	0.132	0.1081	0.1101	0.1045	-0.0315	-0.0499	-0.0733	-0.1335	-0.1537	-0.0748	-0.057	-0.0653	-0.04	-0.048	-0.0484	-0.0081	0.0035	0.0255	0.0564	0.0832	0.0394	0.0167	6e-04	-0.0529	-0.0726	-0.1359	-0.1542	-0.1857	-0.1744	-0.1342	-0.0699	0.0076	0.1074	0.1363
PF3D7_0108700	-0.373	-0.2726	-0.2739	-0.2129	-0.1827	-0.2905	-0.3306	-0.3089	-0.39	-0.4775	-0.4566	-0.4269	-0.4486	-0.4456	-0.4857	-0.3594	-0.3456	-0.3074	-0.2213	-0.0613	-0.0405	0.0267	0.0621	-0.0023	0.0032	-0.0204	-0.0393	-0.09	-0.0496	-0.0575	-0.0685	-0.1319	-0.0916	-0.0546	-0.089	-0.0533	0.0382	0.0258	0.0402	0.0591	0.0231	-0.0014	-0.0204	-0.0276	-0.0832	-0.1156	-0.1557	-0.1188	-0.2275	-0.2034	-0.2887	-0.3762	-0.4563
PF3D7_0109000	1.2933	0.6406	0.375	0.0671	0.0227	0.2538	0.2449	0.209	0.1277	-0.099	-0.5385	-0.9202	-1.1112	-1.4328	-1.6298	-1.6897	-1.9029	-2.0167	-1.8971	-2.0293	-2.2357	-2.268	-2.4394	-2.6498	-2.6487	-2.5808	-2.4953	-2.2734	-2.0781	-1.8237	-1.5196	-1.271	-1.0522	-0.7828	-0.5371	-0.2719	-0.0354	0.1121	0.2172	-0.0847	-0.2546	-0.2598	-0.1928	-0.0176	0.4576	0.8196	0.9626	0.9812	1.2442	1.3199	1.4229	1.6557	1.6001
PF3D7_0109100	0.4312	0.3172	0.314	0.2644	0.296	0.4051	0.3668	0.3801	0.345	0.2582	0.1243	0.0105	-0.043	-0.1259	-0.131	-0.1959	-0.1711	-0.1639	-0.0908	-0.1676	-0.1601	-0.2019	-0.3329	-0.4235	-0.4298	-0.4917	-0.515	-0.4578	-0.4339	-0.3745	-0.3077	-0.2689	-0.2764	-0.2396	-0.2402	-0.2195	-0.1762	-0.1497	-0.1127	-0.1326	-0.1411	-0.1534	-0.1158	-0.0406	0.1155	0.2095	0.361	0.3796	0.5015	0.4163	0.5102	0.5214	0.4564
PF3D7_0109200	-0.0579	-0.0647	-0.093	-0.1198	-0.1288	-0.1719	-0.1997	-0.1048	-0.1413	-0.1415	-0.1095	-0.0454	-0.0634	0.0571	0.1841	0.2489	0.2251	0.2023	0.2024	0.1516	0.1319	0.1704	0.1882	0.0992	0.1008	0.0708	0.001	-0.0121	0.0416	0.0544	0.0532	0.0695	0.0429	0.0216	0.0013	0.0465	0.0805	0.1269	0.1345	0.0753	0.0208	0.0754	0.0372	0.0342	0.0109	-0.0289	-0.1886	-0.2197	-0.2872	-0.243	-0.1553	-0.0323	0.1729
PF3D7_0109300	-0.0421	-0.0271	-0.0224	-0.0289	-0.0815	-0.1093	-0.1166	-0.111	-0.0916	-0.033	-0.0509	-0.0486	-0.094	-0.1228	-0.1228	-0.1036	-0.1187	-0.0833	-0.0461	-0.0404	-0.0023	0.0093	0.0514	0.0739	0.0876	0.0804	0.1059	0.09	0.0825	0.0726	0.0704	0.0954	0.0853	0.0575	0.0769	0.0749	0.0262	0.0239	0.0377	0.0257	0.0189	0.0173	0.0232	0.0078	-0.0062	0.0571	0.0652	0.0494	0.072	0.094	0.0856	0.1488	0.2185
PF3D7_0109400	-0.5677	-0.6122	-0.6926	-0.7615	-0.8247	-0.9076	-0.8875	-0.8964	-0.8881	-0.8449	-0.8221	-0.7729	-0.6601	-0.5175	-0.3495	-0.1432	-0.0138	0.0956	0.2175	0.3029	0.3756	0.4467	0.4373	0.3993	0.3606	0.3544	0.2997	0.369	0.3817	0.375	0.3663	0.3912	0.3495	0.3661	0.3933	0.3484	0.2534	0.1989	0.0731	-0.0203	-0.0821	-0.1242	-0.229	-0.3032	-0.3677	-0.3792	-0.4205	-0.4434	-0.3432	-0.2567	-0.1758	0.0462	0.2374
PF3D7_0109500	0.0142	-2e-04	0.0312	0.0078	0.074	0.1298	0.1492	0.2078	0.2601	0.2764	0.3319	0.2968	0.3239	0.3313	0.2986	0.2054	0.2077	0.0817	0.1117	0.1063	0.119	0.1298	0.1165	0.0356	0.0149	0.002	-0.0709	-0.0678	-0.1266	-0.1321	-0.2091	-0.265	-0.2618	-0.2253	-0.3088	-0.2997	-0.257	-0.2997	-0.3262	-0.3181	-0.3171	-0.3351	-0.3381	-0.3511	-0.348	-0.326	-0.2886	-0.2964	-0.2846	-0.2123	-0.1532	-0.0407	0.1592
PF3D7_0109600	-0.0046	0.0392	0.0799	0.0892	0.1226	0.1433	0.1715	0.1725	0.2448	0.2448	0.2646	0.2466	0.2836	0.2979	0.3129	0.3142	0.3162	0.2379	0.1794	0.1457	0.108	0.0921	0.0713	0.025	0.0135	5e-04	0.0043	0.0219	0.009	0.0138	-0.0062	-0.0145	-0.0112	0.0092	-0.0211	0.003	-0.0069	-0.0148	0.0322	0.054	0.0066	0.05	0.068	4e-04	0.0148	0.0591	0.0336	0.0397	0.1049	0.1217	0.1433	0.1735	0.1677
PF3D7_0109700	-0.0052	0.1542	0.2876	0.3967	0.5393	0.5126	0.5215	0.5717	0.5494	0.4996	0.5668	0.569	0.5306	0.5059	0.4621	0.4727	0.4665	0.3403	0.3035	0.314	0.2462	0.2363	0.2386	0.1885	0.068	4e-04	-0.0991	-0.0804	-0.1177	-0.1357	-0.1914	-0.255	-0.3128	-0.3028	-0.2919	-0.2917	-0.2612	-0.2944	-0.2852	-0.2079	-0.1602	-0.1466	-0.1357	-0.1786	-0.2689	-0.2602	-0.2483	-0.2601	-0.1256	-0.0368	0.059	0.2461	0.381
PF3D7_0109800	-0.2193	0.0254	0.1779	0.2787	0.3082	0.3197	0.3336	0.3451	0.3817	0.3849	0.4103	0.341	0.3499	0.3439	0.3548	0.2603	0.2789	0.2125	0.1815	0.1554	0.1626	0.1453	0.1592	0.0993	0.0389	0.0358	-0.0036	-0.1319	-0.1675	-0.1568	-0.2079	-0.2638	-0.2286	-0.2197	-0.2708	-0.2899	-0.2895	-0.3137	-0.4132	-0.6221	-0.7071	-0.7262	-0.7755	-0.7801	-0.599	-0.6287	-0.7041	-0.7416	-0.6784	-0.63	-0.4575	-0.237	-0.0429
PF3D7_0109900.1	0.3558	0.2139	0.1335	0.038	-0.0427	-0.0917	-0.1374	-0.1944	-0.2115	-0.2003	-0.2253	-0.2521	-0.2297	-0.2946	-0.2999	-0.2794	-0.2767	-0.2918	-0.2033	-0.1524	-0.1305	-0.1105	-0.0926	-0.0652	-0.0531	-0.0264	0.0109	0.0702	0.0865	0.1049	0.1096	0.1356	0.1256	0.1077	0.0687	0.0733	0.0715	0.0712	0.1188	0.1547	0.1736	0.2181	0.2628	0.1917	0.1839	0.1652	0.137	0.1023	0.1239	0.0967	0.0612	-0.0139	-0.0916
PF3D7_0109900.2	0.3628	0.1982	0.1063	-5e-04	-0.0992	-0.157	-0.2216	-0.2957	-0.3202	-0.3107	-0.3345	-0.3677	-0.3366	-0.4126	-0.4245	-0.404	-0.377	-0.3875	-0.2867	-0.213	-0.1881	-0.182	-0.1677	-0.125	-0.1106	-0.0625	-0.007	0.0587	0.0803	0.112	0.1107	0.1425	0.1507	0.1276	0.0817	0.0809	0.0783	0.0626	0.1261	0.155	0.1784	0.2226	0.2811	0.189	0.1852	0.1683	0.139	0.0989	0.1176	0.087	0.0367	-0.0562	-0.1461
PF3D7_0110000	0.0882	0.0212	-0.034	-0.0818	-0.0842	-0.083	-0.0552	-0.0347	0.0132	0.0138	0.0329	0.0364	0.0622	0.0745	0.1271	0.1316	0.185	0.2095	0.2269	0.2053	0.2298	0.1761	0.1492	0.1099	0.109	0.1176	0.1485	0.1633	0.1475	0.1231	0.0906	0.0348	0.0246	0.0629	0.0918	0.0883	0.1106	0.0996	0.1099	0.1343	0.1607	0.1615	0.1434	0.0843	0.029	0.0364	0.0409	0.0583	0.1627	0.1805	0.1823	0.2101	0.1493
PF3D7_0110100	-0.14	-0.1361	-0.0771	-0.0341	0.0228	-0.011	0.023	-0.0279	-0.0106	-0.0045	0.1083	0.1459	0.1986	0.2498	0.2329	0.2429	0.2581	0.2711	0.2375	0.2392	0.2045	0.2226	0.1886	0.157	0.144	0.1469	0.0891	0.0695	0.0878	0.0665	0.0704	0.0959	0.1191	0.1166	0.1027	0.0832	0.0738	0.0447	0.0379	0.0878	0.0428	0.0495	0.0671	0.0433	-5e-04	0.0452	0.0317	0.0561	0.0568	0.0698	0.0526	0.0246	0.0065
PF3D7_0110200	-0.0015	-0.0712	-0.0786	-0.1616	-0.1763	-0.1868	-0.1853	-0.2009	-0.0923	0	0.0985	0.1698	0.2466	0.248	0.3478	0.2907	0.2622	0.2316	0.2592	0.162	0.1746	0.1743	0.272	0.1979	0.1982	0.2294	0.2041	0.1742	0.2046	0.1986	0.1591	0.1976	0.1211	0.0848	0.0465	0.0303	-0.0117	-0.0018	0.0609	0.0958	0.0911	0.0937	0.0693	-0.0055	-0.0528	-0.0423	-0.0563	-0.0752	-0.0234	0.0138	0.0935	0.2012	0.3409
PF3D7_0110400	0.3064	0.1876	0.1487	0.0895	0.109	0.1278	0.1174	0.1039	0.1551	0.1353	0.1559	0.197	0.2778	0.2886	0.3882	0.4102	0.3823	0.3143	0.2925	0.2555	0.2344	0.2159	0.1336	0.0756	-0.0057	-0.0633	-0.1156	-0.0464	-0.0784	-0.0758	-0.1215	-0.1125	-0.1216	-0.0761	-0.061	-0.0307	-0.0405	-0.0582	-0.0615	-0.0237	0.0285	0.0553	0.0024	-0.1035	-0.1798	-0.2111	-0.2212	-0.224	-0.0815	-0.0072	-0.0032	0.0758	0.0524
PF3D7_0110500	-0.2037	-0.2589	-0.3144	-0.347	-0.3501	-0.3913	-0.3524	-0.3216	-0.2765	-0.2376	-0.1167	-0.1098	-0.0727	-0.0375	-0.0151	-0.0218	0.0454	0.0632	0.0473	0.0688	0.1181	0.1209	0.1809	0.2352	0.2489	0.2446	0.2195	0.11	0.0874	0.0354	-0.0157	-0.0282	0.0214	-0.0018	0.0015	-0.0445	-0.0585	-0.118	-0.1853	-0.261	-0.0847	-0.106	-0.1097	-0.1294	-0.0965	-0.3058	-0.3051	-0.3226	-0.3051	-0.2564	-0.2124	-0.1603	-0.0549
PF3D7_0110600	0.3721	0.2973	0.2825	0.2617	0.2145	0.2335	0.2407	0.2063	0.2259	0.2449	0.2424	0.2033	0.179	0.0862	0.0087	-0.0652	-0.0297	-0.053	-0.0358	-0.0059	-0.0287	-0.1233	-0.186	-0.2082	-0.2403	-0.2232	-0.2447	-0.2749	-0.3169	-0.33	-0.3862	-0.3823	-0.3304	-0.3047	-0.3167	-0.3084	-0.3173	-0.3417	-0.2805	-0.2715	-0.2269	-0.1878	-0.1386	-0.2004	-0.1273	0.0211	0.0972	0.054	0.2347	0.2898	0.2077	0.2826	0.1648
